"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","detect","correct_key","task","tasknum","nback","n","practice","practice_accuracy","response","slider_start","stimnum","TOT","overall","performance_by_block"
"728.6650000605732","<p>X</p>","72","categorize-html","50","333010","0.0-0.0-4.0-2.0-0.8","true","","72","n-back","-1","true","3","true","","","","","","",""
"null","<p>X</p>","null","categorize-html","51","335282","0.0-0.0-4.0-2.0-0.9","false","","90","n-back","-1","false","3","true","","","","","","",""
"2017.8650000598282","<p>Your accuracy was <strong>100.00%</strong>.</p><p>You will need to be 80% accurate during the study to earn points.</p><p>Please remember that you will not receive the same amount of feedback during the real experiment.</p><p>Press the space bar to continue.</p>","32","html-keyboard-response","52","337301","0.0-0.0-4.0-3.0","","","","","","","","","","","","","","",""
"15531.540000112727","Good job! You have reached 80% accuracy on the practice tasks. We will now move on.","32","html-keyboard-response","53","352835","0.0-0.0-5.0-0.0","","","","","","","","","100.00","","","","","",""
"72880.59000018984","<p>In this experiment, you will be asked to repeatedly complete the two tasks you just practiced.</p><p>The next few screens provide detailed instructions about the way we will determine your final payment.</p><p>The way we will determine your final payment is a bit unusual, so we are going to try and explain it well.</p><p>It is very important that you understand the explanation, since your bonus payment $$ will depend on your ability to make good decisions.</p><p> </p><p>[Press the space bar to continue.]</p>","32","html-keyboard-response","54","425716","0.0-0.0-9.0-0.0-0.0","","","","","","","","","","","","","","",""
"59647.619999945164","<p>You'll complete at least 12 short rounds of the two tasks.</p><p>If you are 80% correct or better during one round of a task, then you will earn points for that round. If you are less than 80% correct, you will not earn any points for that round.</p><p>Keep in mind that you have to maintain this level of performance for at least 12 rounds.</p><p>You can earn 1 to 5 points each round.</p><p>At the end of the experiment, the points you earned will be added up and turned into a bonus payment. $$ The more points you earn, the more money you will be paid. $$</p><p> </p><p>[Press the space bar to continue.]</p>","32","html-keyboard-response","55","485365","0.0-0.0-9.0-1.0-0.0","","","","","","","","","","","","","","",""
"75377.17500003055","<p>Before each round begins, you will be asked how many points it's worth to be at least 80% accurate at that task.</p><p>We want you to tell us truthfully how many points you'd like to earn, and so we are using a sort of <strong>auction</strong> according to which <strong>telling the truth is the best strategy.</strong></p><p>In other words, you will be <strong>auctioning</strong> your task performance to us. </p><p>This means that <strong>you have some control over what you will be paid </strong> at the end of the experiment.</p><p>Whenever given a choice, <strong> the best thing you can do is to always ask for what you consider to be a fair wage for 80% performance on the task.</strong></p><p> </p><p>[Press the space bar to continue.]</p>","32","html-keyboard-response","56","560744","0.0-0.0-9.0-2.0-0.0","","","","","","","","","","","","","","",""
"32891.29499997944","<p>What do we mean by ""fair wage for you""?</p><p>When you get hired to complete some work, you may ask for more or less payment based on how much you would enjoy doing that work.</p><p>For example, if you've had a long day at work, you may dislike mowing the lawn more and ask for more in return than you would on the weekend.</p><p>A fair wage for you is the amount of points you think it would be fair for you to receive in exchange for your completion of the task.</p><p>While you won't get paid exactly what you ask for, the best strategy in our auction is to ask for what you truly believe is a fair wage for you.</p><p>We're not going to get into the exact reasons why until the end of the experiment.</p><p> </p><p>[Press the space bar to continue.]</p>","32","html-keyboard-response","57","593637","0.0-0.0-9.0-3.0-0.0","","","","","","","","","","","","","","",""
"65281.470000045374","<p>In short, once you tell us what your fair wage is, the computer will present you with a <strong> random counter-offer </strong>.</p><p>If you ask for fewer points than the computer offers you, then you will complete the task and be given the points the computer offered.</p><p>For example, say you ask for 3 points and the computer offers 4, then if you complete the task with 80% accuracy, you will be given 4 points.</p><p>If you ask for more points than the computer offers you, then you will do a different task on that round. The alternate task is worth <strong> 1 point. </strong></p><p>For example, if you ask for 5 points and the computer offers 4 points, then you will do something else and be given 1 point.</p><p> </p><p>[Press the space bar to continue.]</p>","32","html-keyboard-response","58","658919","0.0-0.0-9.0-4.0-0.0","","","","","","","","","","","","","","",""
"20470.134999835864","<p><strong> Your best strategy is to always ask for what you believe is a fair wage for hitting 80% accuracy on 1 round of a task.</strong></p><p>We will now quiz you on the instructions you've just read. If you fail this quiz, you cannot participate in this experiment.</p><p>Press R if you'd like to read these instructions again.</p><p>Press the space bar if you'd like to move on to the quiz.</p>","32","html-keyboard-response","59","679391","0.0-0.0-9.0-5.0-0.0","","","","","","","","","","","","","","",""
"7752.210000064224","<p'font-size':25px>Imagine you think your performance is truly worth 2 points. Which amount should you bid?</p><p'font-size':25px>[Press A or B to indicate your answer]</p><p 'font-size':25px> A. 4</p><p 'font-size':25px> B. 2</p>","66","categorize-html","60","689152","0.0-0.0-9.0-7.0-0.0","true","","","quiz","","","","","","","","","","",""
"17580.440000165254","<p'font-size':25px>Under which of the following two conditions will you do the task?</p><p'font-size':25px>[Press A or B to indicate your answer.]</p><p>A. When you ask for 2 points, and the compter randomly offers 3 points.</p><p 'font-size':25px> B. When you ask for 2 points, and the computer randomly offers 1 point.</p> <p 'font-size':25px>","66","categorize-html","61","708741","0.0-0.0-9.0-7.0-0.1","false","","","quiz","","","","","","","","","","",""
"8557.180000003427","<p>Great job! We will now begin the real experiment.</p><p> </p><p>[Press the space bar to continue.]</p>","32","html-keyboard-response","62","717299","0.0-0.0-9.0-8.0-0.0","","","","","","","","","","","","","","",""
"25522.730000084266","<p>The real experiment will now start. </p><p>For each round of the experiment, you will be asked how many points you would like to earn to complete a task.</p><p>If you ask for more points than a randomly generated number, you will not complete that task. </p><p>Instead, you will complete a different task and earn 1 point.</p><p>At the end of the experiment, the points you earn will be counted and turned into a bonus payment. $$</p><p>Pay attention! If you are not 80% accurate, you will not earn points for completing each task.</p><p>If we can tell that you are not paying attention, then this HIT will end early and you will earn a smaller payment. $$</p>","32","html-keyboard-response","63","742824","0.0-0.0-10.0-0.0","","","","","","","","","","","","","","",""
"11045.92000017874","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","html-slider-response","64","753874","0.0-2.0-0.0-0.0","","","","BDM","0","","","","","76","79.69419632147982","","","",""
"35583.07499997318","<p style='font-size':25px> You want <strong> 4.04 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>2.08</strong> points. </p><p style='font-size':25px> You will do the following task instead and earn 1 point. </p> <img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","65","789461","0.0-2.0-1.0-0.0","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","66","789566","0.0-2.0-3.0-0.0","","","","","","","","","","","","","","",""
"25579.495000187308","<p>In this task, you will need to press K every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","75","html-keyboard-response","67","815146","0.0-2.0-3.0-1.0-0.0","","","","","","","","","","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","68","816900","0.0-2.0-3.0-2.0-0.0","","false","90","detection","0","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","69","818654","0.0-2.0-3.0-2.0-0.1","","false","90","detection","0","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","70","820409","0.0-2.0-3.0-2.0-0.2","","false","90","detection","0","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","71","822161","0.0-2.0-3.0-2.0-0.3","","false","90","detection","0","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","72","823916","0.0-2.0-3.0-2.0-0.4","","false","90","detection","0","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","73","825672","0.0-2.0-3.0-2.0-0.5","","false","90","detection","0","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","74","827427","0.0-2.0-3.0-2.0-0.6","","false","90","detection","0","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","75","829179","0.0-2.0-3.0-2.0-0.7","","false","90","detection","0","","","","","","","1","","",""
"461.09999995678663","<p>T</p>","75","html-keyboard-response","76","830934","0.0-2.0-3.0-2.0-0.8","","true","75","detection","0","","","","","","","0","","",""
"844.855000032112","<p>L</p>","75","html-keyboard-response","77","832687","0.0-2.0-3.0-2.0-0.9","","false","90","detection","0","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","78","834442","0.0-2.0-3.0-2.0-0.10","","false","90","detection","0","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","79","836196","0.0-2.0-3.0-2.0-0.11","","false","90","detection","0","","","","","","","1","","",""
"516.1349999252707","<p>T</p>","75","html-keyboard-response","80","837951","0.0-2.0-3.0-2.0-0.12","","true","75","detection","0","","","","","","","0","","",""
"null","<p>L</p>","null","html-keyboard-response","81","839706","0.0-2.0-3.0-2.0-0.13","","false","90","detection","0","","","","","","","1","","",""
"557.5549998320639","<p>T</p>","75","html-keyboard-response","82","841462","0.0-2.0-3.0-2.0-0.14","","true","75","detection","0","","","","","","","0","","",""
"17307.31499986723","<p style='font-size:25px'>Your accuracy was <strong>97.22%</strong>.</p><p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","83","858771","0.0-2.0-3.0-3.0","","","","","","","","","","","","","","",""
"54845.82499996759","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","html-slider-response","84","913621","0.0-2.0-4.0-0.0","","","","BDM","1","","","","","52","73.96356260201382","","","",""
"14333.229999989271","<p style='font-size':25px> You want <strong> 3.08 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>4.20</strong> points. </p><p style='font-size':25px> You will be given 4.20 points if you achieve 80% accuracy on this task. </p><img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","85","927960","0.0-2.0-5.0-0.0","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","86","928063","0.0-2.0-6.0-0.0","","","","","","","","","","","","","","",""
"40446.24499999918","<p>In this task, you will need to press H every time you see the same letter you saw 3 trial(s) ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, ignore the other rules and just press K as fast as you can.</p><p>Pay attention! If you are not 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","87","968510","0.0-2.0-6.0-1.0-0.0","","","","","","","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","88","970264","0.0-2.0-6.0-2.0-0.0","","false","90","n-back","1","true","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","89","972022","0.0-2.0-6.0-2.0-0.1","","false","90","n-back","1","true","","","","","","","","",""
"null","<p>R</p>","null","html-keyboard-response","90","973774","0.0-2.0-6.0-2.0-0.2","","false","90","n-back","1","false","","","","","","","","",""
"763.150000013411","<p>T</p>","75","html-keyboard-response","91","975531","0.0-2.0-6.0-2.0-0.3","","true","75","n-back","1","false","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","92","977285","0.0-2.0-6.0-2.0-0.4","","false","90","n-back","1","false","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","93","979040","0.0-2.0-6.0-2.0-0.5","","false","90","n-back","1","false","","","","","","","","",""
"1695.1800000388175","<p>T</p>","75","html-keyboard-response","94","980796","0.0-2.0-6.0-2.0-0.6","","true","75","n-back","1","true","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","95","982551","0.0-2.0-6.0-2.0-0.7","","false","90","n-back","1","false","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","96","984305","0.0-2.0-6.0-2.0-0.8","","false","90","n-back","1","true","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","97","986061","0.0-2.0-6.0-2.0-0.9","","false","90","n-back","1","false","","","","","","","","",""
"964.024999877438","<p>X</p>","72","html-keyboard-response","98","987817","0.0-2.0-6.0-2.0-0.10","","false","90","n-back","1","true","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","99","989570","0.0-2.0-6.0-2.0-0.11","","false","90","n-back","1","false","","","","","","","","",""
"951.3850000221282","<p>E</p>","72","html-keyboard-response","100","991324","0.0-2.0-6.0-2.0-0.12","","false","72","n-back","1","true","","","","","","","","",""
"672.139999922365","<p>X</p>","72","html-keyboard-response","101","993078","0.0-2.0-6.0-2.0-0.13","","false","72","n-back","1","true","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","102","994831","0.0-2.0-6.0-2.0-0.14","","false","90","n-back","1","false","","","","","","","","",""
"18281.064999988303","<p style='font-size:25px'>Your accuracy was <strong>86.00%</strong>.</p><p style='font-size:25px'>Great job! You earned 4.20 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","103","1013113","0.0-2.0-6.0-3.0","","","","","","","","","","","","","","",""
"10431.099999928847","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","html-slider-response","104","1023547","0.0-2.0-8.0-0.0","","","","BDM","2","","","","","76","30.588259183787002","","","",""
"6481.1499998904765","<p style='font-size':25px> You want <strong> 4.04 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>4.96</strong> points. </p><p style='font-size':25px> You will be given 4.96 points if you achieve 80% accuracy on this task. </p><img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","105","1030030","0.0-2.0-9.0-0.0","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","106","1030133","0.0-2.0-10.0-0.0","","","","","","","","","","","","","","",""
"10714.165000012144","<p>In this task, you will need to press H every time you see the same letter you saw 3 trial(s) ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, ignore the other rules and just press K as fast as you can.</p><p>Pay attention! If you are not 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","107","1040848","0.0-2.0-10.0-1.0-0.0","","","","","","","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","108","1042605","0.0-2.0-10.0-2.0-0.0","","false","90","n-back","2","true","","","","","","","","",""
"null","<p>R</p>","null","html-keyboard-response","109","1044357","0.0-2.0-10.0-2.0-0.1","","false","90","n-back","2","false","","","","","","","","",""
"1024.5550000108778","<p>T</p>","75","html-keyboard-response","110","1046111","0.0-2.0-10.0-2.0-0.2","","true","90","n-back","2","false","","","","","","","","",""
"1267.7599999587983","<p>X</p>","72","html-keyboard-response","111","1047862","0.0-2.0-10.0-2.0-0.3","","false","90","n-back","2","true","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","112","1049620","0.0-2.0-10.0-2.0-0.4","","false","90","n-back","2","false","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","113","1051372","0.0-2.0-10.0-2.0-0.5","","false","90","n-back","2","false","","","","","","","","",""
"603.0099999625236","<p>X</p>","72","html-keyboard-response","114","1053126","0.0-2.0-10.0-2.0-0.6","","false","72","n-back","2","true","","","","","","","","",""
"null","<p>R</p>","null","html-keyboard-response","115","1054882","0.0-2.0-10.0-2.0-0.7","","false","90","n-back","2","false","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","116","1056635","0.0-2.0-10.0-2.0-0.8","","false","72","n-back","2","true","","","","","","","","",""
"625.7249999325722","<p>X</p>","72","html-keyboard-response","117","1058387","0.0-2.0-10.0-2.0-0.9","","false","72","n-back","2","true","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","118","1060139","0.0-2.0-10.0-2.0-0.10","","false","90","n-back","2","false","","","","","","","","",""
"null","<p>R</p>","null","html-keyboard-response","119","1061893","0.0-2.0-10.0-2.0-0.11","","false","90","n-back","2","false","","","","","","","","",""
"906.2550000380725","<p>X</p>","72","html-keyboard-response","120","1063645","0.0-2.0-10.0-2.0-0.12","","false","72","n-back","2","true","","","","","","","","",""
"869.1549999639392","<p>E</p>","72","html-keyboard-response","121","1065402","0.0-2.0-10.0-2.0-0.13","","false","72","n-back","2","true","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","122","1067153","0.0-2.0-10.0-2.0-0.14","","false","90","n-back","2","false","","","","","","","","",""
"41961.349999997765","<p style='font-size:25px'>Your accuracy was <strong>92.00%</strong>.</p><p style='font-size:25px'>Great job! You earned 4.96 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","72","html-keyboard-response","123","1109116","0.0-2.0-10.0-3.0","","","","","","","","","","","","","","",""
"12762.079999782145","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","html-slider-response","124","1121881","0.0-2.0-12.0-0.0","","","","BDM","3","","","","","76","2.983333418876044","","","",""
"7964.720000047237","<p style='font-size':25px> You want <strong> 4.04 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>3.36</strong> points. </p><p style='font-size':25px> You will do the following task instead and earn 1 point. </p> <img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","125","1129847","0.0-2.0-13.0-0.0","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","126","1129951","0.0-2.0-15.0-0.0","","","","","","","","","","","","","","",""
"35666.65999987163","<p>In this task, you will need to press K every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","127","1165619","0.0-2.0-15.0-1.0-0.0","","","","","","","","","","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","128","1167375","0.0-2.0-15.0-2.0-0.0","","false","90","detection","3","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","129","1169132","0.0-2.0-15.0-2.0-0.1","","false","90","detection","3","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","130","1170885","0.0-2.0-15.0-2.0-0.2","","false","90","detection","3","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","131","1172639","0.0-2.0-15.0-2.0-0.3","","false","90","detection","3","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","132","1174393","0.0-2.0-15.0-2.0-0.4","","false","90","detection","3","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","133","1176149","0.0-2.0-15.0-2.0-0.5","","false","90","detection","3","","","","","","","1","","",""
"null","<p>L</p>","null","html-keyboard-response","134","1177903","0.0-2.0-15.0-2.0-0.6","","false","90","detection","3","","","","","","","1","","",""
"324.60000016726553","<p>T</p>","75","html-keyboard-response","135","1179661","0.0-2.0-15.0-2.0-0.7","","true","75","detection","3","","","","","","","0","","",""
"null","<p>L</p>","null","html-keyboard-response","136","1181416","0.0-2.0-15.0-2.0-0.8","","false","90","detection","3","","","","","","","1","","",""
